id,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
218,FDW48,18.0,Low Fat,0.00855814,Baking Goods,79.0618,OUT045,2002,Small,Tier 2,Supermarket Type1,1208.43
219,FDV48,9.195,Regular,0.086396,Baking Goods,79.0644,OUT010,1998,Medium,Tier 3,Grocery Store,157.129
220,FDX60,14.35,Low Fat,0.08105,Baking Goods,79.196,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.34
221,FDT24,12.35,Regular,0.31109,Baking Goods,79.2328,OUT010,1998,Medium,Tier 3,Grocery Store,154.466
222,FDV48,9.195,Regular,0.0516971,Baking Goods,79.2644,OUT049,1999,Medium,Tier 1,Supermarket Type1,864.208
223,FDX60,14.35,Low Fat,0.0805271,Baking Goods,79.296,OUT013,1987,High,Tier 3,Supermarket Type1,719.064
224,FDW48,18.0,Low Fat,0.0085541,Baking Goods,79.3618,OUT049,1999,Medium,Tier 1,Supermarket Type1,805.618
225,FDV48,9.195,Regular,0.0516169,Baking Goods,79.6644,OUT046,1997,Small,Tier 1,Supermarket Type1,791.115
226,FDV48,9.195,Regular,0.0515739,Baking Goods,79.8644,OUT013,1987,High,Tier 3,Supermarket Type1,785.644
227,FDX60,14.35,Low Fat,0.0809224,Baking Goods,80.096,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.34
228,FDW48,18.0,Low Fat,0.00857561,Baking Goods,80.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.494
229,FDC48,9.195,Low Fat,0.0159239,Baking Goods,80.5592,OUT018,2009,Medium,Tier 3,Supermarket Type2,800.001
230,FDC48,9.195,Low Fat,0.0158915,Baking Goods,80.7592,OUT045,2002,Small,Tier 2,Supermarket Type1,779.71
231,FDX60,14.35,Low Fat,0.0805941,Baking Goods,80.996,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.71
232,FDX60,14.35,Low Fat,0.0807194,Baking Goods,80.996,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.28
233,FDC48,14.35,Low Fat,0.0157825,Baking Goods,81.0592,OUT027,1985,Medium,Tier 3,Supermarket Type3,5136.02
234,FDW48,18.0,Low Fat,0.00858913,Baking Goods,81.0618,OUT017,2007,Medium,Tier 2,Supermarket Type1,1450.11
235,FDF24,15.5,Regular,0.0253705,Baking Goods,81.1934,OUT046,1997,Small,Tier 1,Supermarket Type1,1321.42
236,FDW48,18.0,Low Fat,0.00853921,Baking Goods,81.2618,OUT035,2004,Small,Tier 2,Supermarket Type1,402.809
237,FDW48,18.0,Low Fat,0.00849946,Baking Goods,81.3618,OUT027,1985,Medium,Tier 3,Supermarket Type3,1530.67
238,FDF24,15.5,Regular,0.0254219,Baking Goods,81.3934,OUT045,2002,Small,Tier 2,Supermarket Type1,1337.29
239,FDG24,9.195,Low Fat,0.0145603,Baking Goods,81.425,OUT027,1985,Medium,Tier 3,Supermarket Type3,1331.6
240,FDC48,9.195,Low Fat,0.0158461,Baking Goods,81.5592,OUT013,1987,High,Tier 3,Supermarket Type1,802.432
241,FDF24,15.5,Regular,0.042465,Baking Goods,81.5934,OUT010,1998,Medium,Tier 3,Grocery Store,327.574
242,FDC48,9.195,Low Fat,0.0158563,Baking Goods,81.6592,OUT035,2004,Small,Tier 2,Supermarket Type1,1403.51
243,FDW48,9.195,Low Fat,0.0,Baking Goods,81.8618,OUT019,1985,Small,Tier 1,Grocery Store,161.124
244,FDX60,14.35,Low Fat,0.0807576,Baking Goods,81.896,OUT045,2002,Small,Tier 2,Supermarket Type1,878.856
245,FDF24,9.195,Regular,0.0252476,Baking Goods,81.9934,OUT027,1985,Medium,Tier 3,Supermarket Type3,3439.52
246,FDC48,9.195,Low Fat,0.0277676,Baking Goods,82.1592,OUT019,1985,Small,Tier 1,Grocery Store,412.796
247,FDG24,7.975,Low Fat,0.0146284,Baking Goods,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,1331.6
248,FDG24,7.975,Low Fat,0.0146539,Baking Goods,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,749.025
249,FDF24,15.5,Regular,0.0253657,Baking Goods,82.7934,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.4
250,FDF24,15.5,Regular,0.0253494,Baking Goods,82.8934,OUT013,1987,High,Tier 3,Supermarket Type1,1387.64
251,FDG24,7.975,LF,0.0147139,Baking Goods,83.125,OUT017,2007,Medium,Tier 2,Supermarket Type1,2579.98
252,FDF24,15.5,Regular,0.0254738,Baking Goods,83.1934,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.51
253,FDF24,15.5,Regular,0.0254099,Baking Goods,83.2934,OUT049,1999,Medium,Tier 1,Supermarket Type1,1883.55
254,FDC48,9.195,Low Fat,0.015884,Baking Goods,83.4592,OUT049,1999,Medium,Tier 1,Supermarket Type1,821.126
255,FDF24,15.5,reg,0.025514,Baking Goods,83.7934,OUT017,2007,Medium,Tier 2,Supermarket Type1,1474.08
256,FDC48,9.195,Low Fat,0.015949,Baking Goods,84.1592,OUT017,2007,Medium,Tier 2,Supermarket Type1,1238.39
257,FDG24,7.975,Low Fat,0.0146311,Baking Goods,84.525,OUT046,1997,Small,Tier 1,Supermarket Type1,416.125
258,FDH48,13.5,Low Fat,0.0,Baking Goods,84.554,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.986
259,FDC48,9.195,Low Fat,0.0158593,Baking Goods,84.5592,OUT046,1997,Small,Tier 1,Supermarket Type1,2559.34
260,FDH48,13.5,Low Fat,0.0,Baking Goods,84.654,OUT049,1999,Medium,Tier 1,Supermarket Type1,1211.76
261,FDG24,7.975,Low Fat,0.0146908,Baking Goods,84.725,OUT018,2009,Medium,Tier 3,Supermarket Type2,1747.72
262,FDH48,7.975,Low Fat,0.0601875,Baking Goods,85.054,OUT027,1985,Medium,Tier 3,Supermarket Type3,1413.15
263,FDG24,7.975,Low Fat,0.0146608,Baking Goods,85.125,OUT045,2002,Small,Tier 2,Supermarket Type1,2663.2
264,FDH48,13.5,Low Fat,0.0608225,Baking Goods,85.154,OUT017,2007,Medium,Tier 2,Supermarket Type1,605.878
265,FDG24,7.975,Low Fat,0.014619,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.93
266,FDH48,13.5,Low Fat,0.0604689,Baking Goods,85.254,OUT035,2004,Small,Tier 2,Supermarket Type1,1219.98
267,FDH48,13.5,Low Fat,0.060603,Baking Goods,85.554,OUT045,2002,Small,Tier 2,Supermarket Type1,1731.08
268,FDI12,9.395,Regular,0.100315,Baking Goods,85.8856,OUT013,1987,High,Tier 3,Supermarket Type1,855.309
269,FDH48,13.5,Low Fat,0.101232,Baking Goods,86.254,OUT010,1998,Medium,Tier 3,Grocery Store,173.108
270,FDH48,,Low Fat,0.105893,Baking Goods,86.254,OUT019,1985,Small,Tier 1,Grocery Store,519.324
271,FDI12,9.395,Regular,0.10038,Baking Goods,86.2856,OUT035,2004,Small,Tier 2,Supermarket Type1,875.505
272,FDH48,13.5,Low Fat,0.0604804,Baking Goods,86.454,OUT046,1997,Small,Tier 1,Supermarket Type1,1225.49
273,FDS24,,Regular,0.108947,Baking Goods,86.5514,OUT019,1985,Small,Tier 1,Grocery Store,794.436
274,FDI12,9.395,Regular,0.100967,Baking Goods,86.8856,OUT017,2007,Medium,Tier 2,Supermarket Type1,2548.68
275,FDS24,20.85,Regular,0.0623507,Baking Goods,86.9514,OUT045,2002,Small,Tier 2,Supermarket Type1,1416.82
276,FDC60,5.425,Regular,0.191603,Baking Goods,87.0514,OUT010,1998,Medium,Tier 3,Grocery Store,88.5514
277,FDS24,20.85,Regular,0.062478,Baking Goods,87.2514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1505.37
278,FDS24,20.85,reg,0.0623212,Baking Goods,87.2514,OUT049,1999,Medium,Tier 1,Supermarket Type1,265.654
279,FDC60,5.425,Regular,0.11465,Baking Goods,87.3514,OUT049,1999,Medium,Tier 1,Supermarket Type1,521.269
280,FDS24,,Regular,0.0619232,Baking Goods,87.5514,OUT027,1985,Medium,Tier 3,Supermarket Type3,1413.87
281,FDC60,,Regular,0.113918,Baking Goods,87.9514,OUT027,1985,Medium,Tier 3,Supermarket Type3,772.058
282,FDR24,17.35,Regular,0.0629791,Baking Goods,87.983,OUT045,2002,Small,Tier 2,Supermarket Type1,1707.78
283,FDH48,13.5,Low Fat,0.0,Baking Goods,88.054,OUT013,1987,High,Tier 3,Supermarket Type1,1211.76
284,FDC60,5.425,Regular,0.114939,Baking Goods,88.1514,OUT018,2009,Medium,Tier 3,Supermarket Type2,502.132
285,FDS24,20.85,Regular,0.0622127,Baking Goods,88.1514,OUT035,2004,Small,Tier 2,Supermarket Type1,1151.17
286,FDS24,20.85,Regular,0.0622245,Baking Goods,88.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,1682.48
287,FDR24,17.35,Regular,0.0627994,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,539.298
288,FDL36,,Low Fat,0.0757071,Baking Goods,88.183,OUT027,1985,Medium,Tier 3,Supermarket Type3,1438.13
289,FDL36,15.1,Low Fat,0.127335,Baking Goods,88.283,OUT010,1998,Medium,Tier 3,Grocery Store,89.883
290,FDC60,5.425,Regular,0.11512,Baking Goods,88.3514,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.82
291,FDC60,5.425,Regular,0.114472,Baking Goods,88.3514,OUT046,1997,Small,Tier 1,Supermarket Type1,2833.64
292,FDR24,,Regular,0.0625473,Baking Goods,88.383,OUT027,1985,Medium,Tier 3,Supermarket Type3,2067.31
293,FDI12,9.395,Regular,0.100603,Baking Goods,88.3856,OUT045,2002,Small,Tier 2,Supermarket Type1,703.085
294,FDL36,15.1,Low Fat,0.0763854,Baking Goods,88.483,OUT018,2009,Medium,Tier 3,Supermarket Type2,988.713
295,FDI12,9.395,Regular,0.100808,Baking Goods,88.4856,OUT018,2009,Medium,Tier 3,Supermarket Type2,906.141
296,FDI12,,Regular,0.0999128,Baking Goods,88.6856,OUT027,1985,Medium,Tier 3,Supermarket Type3,887.63
297,FDL36,15.1,Low Fat,0.0760611,Baking Goods,88.783,OUT035,2004,Small,Tier 2,Supermarket Type1,1461.28
298,FDC60,,Regular,0.200426,Baking Goods,88.8514,OUT019,1985,Small,Tier 1,Grocery Store,265.654
299,FDI12,9.395,Regular,0.100555,Baking Goods,88.8856,OUT049,1999,Medium,Tier 1,Supermarket Type1,439.428
300,FDR24,17.35,Regular,0.0629494,Baking Goods,88.983,OUT049,1999,Medium,Tier 1,Supermarket Type1,1682.8
301,FDR24,17.35,Regular,0.0632072,Baking Goods,89.383,OUT017,2007,Medium,Tier 2,Supermarket Type1,1258.36
302,FDI12,9.395,Regular,0.100399,Baking Goods,89.6856,OUT046,1997,Small,Tier 1,Supermarket Type1,878.856
303,FDL36,15.1,Low Fat,0.0761938,Baking Goods,89.783,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.07
304,FDS24,20.85,Regular,0.0625764,Baking Goods,89.9514,OUT017,2007,Medium,Tier 2,Supermarket Type1,2063.04
305,FDN48,,Low Fat,0.11372,Baking Goods,89.9804,OUT019,1985,Small,Tier 1,Grocery Store,643.163
306,FDN48,13.35,Low Fat,0.0648967,Baking Goods,90.0804,OUT013,1987,High,Tier 3,Supermarket Type1,1286.75
307,FDN48,13.35,Low Fat,0.0649384,Baking Goods,90.0804,OUT035,2004,Small,Tier 2,Supermarket Type1,1561.97
308,FDN48,,Low Fat,0.0646362,Baking Goods,90.0804,OUT027,1985,Medium,Tier 3,Supermarket Type3,2113.25
309,FDC60,5.425,Regular,0.114705,Baking Goods,90.2514,OUT045,2002,Small,Tier 2,Supermarket Type1,523.887
310,FDS24,20.85,Regular,0.0621727,Baking Goods,90.2514,OUT013,1987,High,Tier 3,Supermarket Type1,619.86
311,FDL36,15.1,Low Fat,0.0760122,Baking Goods,90.283,OUT013,1987,High,Tier 3,Supermarket Type1,1499.6
312,FDC60,5.425,Regular,0.114377,Baking Goods,90.3514,OUT013,1987,High,Tier 3,Supermarket Type1,539.172
313,FDC60,5.425,Regular,0.114451,Baking Goods,90.3514,OUT035,2004,Small,Tier 2,Supermarket Type1,519.566
314,FDL36,15.1,Low Fat,0.0762298,Baking Goods,90.483,OUT045,2002,Small,Tier 2,Supermarket Type1,1617.89
315,FDR24,17.35,Regular,0.0628517,Baking Goods,90.583,OUT046,1997,Small,Tier 1,Supermarket Type1,1697.34
316,FDR24,,Regular,0.110045,Baking Goods,90.583,OUT019,1985,Small,Tier 1,Grocery Store,823.144
317,FDR24,17.35,Regular,0.0628398,Baking Goods,90.883,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.78
318,FDL36,,Low Fat,0.133198,Baking Goods,91.083,OUT019,1985,Small,Tier 1,Grocery Store,89.883
319,FDN48,13.35,Low Fat,0.0650517,Baking Goods,91.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1338.98
320,FDX24,8.355,low fat,0.0233144,Baking Goods,91.2462,OUT010,1998,Medium,Tier 3,Grocery Store,823.351
321,FDR24,17.35,Regular,0.0631077,Baking Goods,91.283,OUT018,2009,Medium,Tier 3,Supermarket Type2,1694.62
322,FDY59,8.195,Low Fat,0.0313975,Baking Goods,91.3462,OUT035,2004,Small,Tier 2,Supermarket Type1,1388.19
323,FDL36,15.1,Low Fat,0.0765058,Baking Goods,91.583,OUT017,2007,Medium,Tier 2,Supermarket Type1,539.298
324,FDL36,15.1,Low Fat,0.0760755,Baking Goods,91.683,OUT046,1997,Small,Tier 1,Supermarket Type1,1522.85
325,FDY59,8.195,Low Fat,0.0314671,Baking Goods,91.8462,OUT045,2002,Small,Tier 2,Supermarket Type1,2313.66
326,FDU24,6.78,Regular,0.140956,Baking Goods,92.212,OUT017,2007,Medium,Tier 2,Supermarket Type1,4101.33
327,FDX24,,LF,0.024388,Baking Goods,92.4462,OUT019,1985,Small,Tier 1,Grocery Store,185.092
328,FDA11,7.75,Low Fat,0.0432388,Baking Goods,92.5436,OUT046,1997,Small,Tier 1,Supermarket Type1,1701.78
329,FDX24,8.355,Low Fat,0.0139175,Baking Goods,92.5462,OUT013,1987,High,Tier 3,Supermarket Type1,811.885
330,FDN48,13.35,Low Fat,0.0649507,Baking Goods,92.5804,OUT046,1997,Small,Tier 1,Supermarket Type1,1359.54
331,FDX23,6.445,Low Fat,0.0296918,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.98
332,FDX24,8.355,Low Fat,0.0,Baking Goods,92.6462,OUT017,2007,Medium,Tier 2,Supermarket Type1,835.984
333,FDU24,,Regular,0.245407,Baking Goods,92.812,OUT019,1985,Small,Tier 1,Grocery Store,93.212
334,FDX24,8.355,low fat,0.0139264,Baking Goods,93.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,1110.55
335,FDN48,13.35,Low Fat,0.0650825,Baking Goods,93.0804,OUT045,2002,Small,Tier 2,Supermarket Type1,2113.25
336,FDA11,7.75,Low Fat,0.043415,Baking Goods,93.1436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1418.15
337,FDY59,8.195,Low Fat,0.0,Baking Goods,93.1462,OUT018,2009,Medium,Tier 3,Supermarket Type2,647.823
338,FDA11,,Low Fat,0.0757056,Baking Goods,93.2436,OUT019,1985,Small,Tier 1,Grocery Store,1231.66
339,FDN48,13.35,Low Fat,0.108714,Baking Goods,93.2804,OUT010,1998,Medium,Tier 3,Grocery Store,1344.92
340,FDU24,6.78,Regular,0.140447,Baking Goods,93.312,OUT045,2002,Small,Tier 2,Supermarket Type1,676.941
341,FDY59,,Low Fat,0.0312514,Baking Goods,93.3462,OUT027,1985,Medium,Tier 3,Supermarket Type3,1018.01
342,FDX23,6.445,Low Fat,0.029752,Baking Goods,93.4436,OUT045,2002,Small,Tier 2,Supermarket Type1,644.401
343,FDY59,8.195,Low Fat,0.0315811,Baking Goods,93.4462,OUT017,2007,Medium,Tier 2,Supermarket Type1,842.371
344,FDN48,13.35,Low Fat,0.0652153,Baking Goods,93.4804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.56
345,FDX24,8.355,Low Fat,0.0139858,Baking Goods,93.5462,OUT018,2009,Medium,Tier 3,Supermarket Type2,844.105
346,FDX24,8.355,Low Fat,0.0,Baking Goods,93.5462,OUT049,1999,Medium,Tier 1,Supermarket Type1,844.105
347,FDY59,8.195,Low Fat,0.0313773,Baking Goods,93.6462,OUT013,1987,High,Tier 3,Supermarket Type1,925.462
348,FDN48,13.35,Low Fat,0.0653181,Baking Goods,93.7804,OUT017,2007,Medium,Tier 2,Supermarket Type1,1364.65
349,FDY59,8.195,Low Fat,0.0314034,Baking Goods,93.8462,OUT046,1997,Small,Tier 1,Supermarket Type1,647.823
350,FDY59,8.195,Low Fat,0.0525629,Baking Goods,93.9462,OUT010,1998,Medium,Tier 3,Grocery Store,831.48
351,FDU24,6.78,Regular,0.0,Baking Goods,94.012,OUT013,1987,High,Tier 3,Supermarket Type1,1211.76
352,FDX24,8.355,Low Fat,0.0139573,Baking Goods,94.0462,OUT045,2002,Small,Tier 2,Supermarket Type1,1480.74
353,FDX23,6.445,Low Fat,0.0298597,Baking Goods,94.1436,OUT017,2007,Medium,Tier 2,Supermarket Type1,1418.15
354,FDX24,8.355,Low Fat,0.0139291,Baking Goods,94.1462,OUT046,1997,Small,Tier 1,Supermarket Type1,2221.11
355,FDU24,6.78,reg,0.140163,Baking Goods,94.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1025.33
356,FDU24,,Regular,0.139484,Baking Goods,94.312,OUT027,1985,Medium,Tier 3,Supermarket Type3,2516.72
357,FDA11,7.75,Low Fat,0.0434834,Baking Goods,94.3436,OUT017,2007,Medium,Tier 2,Supermarket Type1,2363.59
358,FDY59,8.195,Low Fat,0.0314523,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462
359,FDX23,6.445,Low Fat,0.0296671,Baking Goods,94.4436,OUT013,1987,High,Tier 3,Supermarket Type1,1134.52
360,FDX24,,Low Fat,0.0138616,Baking Goods,94.4462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.02
361,FDU24,6.78,Regular,0.140734,Baking Goods,94.512,OUT018,2009,Medium,Tier 3,Supermarket Type2,704.87
362,FDU24,6.78,Regular,0.140137,Baking Goods,94.712,OUT035,2004,Small,Tier 2,Supermarket Type1,674.255
363,FDA11,,low fat,0.0430294,Baking Goods,94.7436,OUT027,1985,Medium,Tier 3,Supermarket Type3,1701.78
364,FDU24,6.78,Regular,0.0,Baking Goods,95.012,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.66
365,FDX23,6.445,Low Fat,0.0496979,Baking Goods,95.0436,OUT010,1998,Medium,Tier 3,Grocery Store,94.5436
366,FDK60,16.5,Regular,0.0940102,Baking Goods,95.2068,OUT049,1999,Medium,Tier 1,Supermarket Type1,777.654
367,FDA11,7.75,Low Fat,0.043306,Baking Goods,95.3436,OUT049,1999,Medium,Tier 1,Supermarket Type1,798.026
368,FDX23,6.445,Low Fat,0.0298127,Baking Goods,95.4436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1229.07
369,FDA11,7.75,Low Fat,0.0432028,Baking Goods,95.6436,OUT013,1987,High,Tier 3,Supermarket Type1,793.125
370,FDA11,7.75,LF,0.0433265,Baking Goods,95.6436,OUT045,2002,Small,Tier 2,Supermarket Type1,1134.52
371,FDK60,16.5,Regular,0.0938465,Baking Goods,95.7068,OUT035,2004,Small,Tier 2,Supermarket Type1,1069.27
372,FDQ48,14.3,Regular,0.0346059,Baking Goods,95.9726,OUT017,2007,Medium,Tier 2,Supermarket Type1,2153.2
373,FDK60,16.5,Regular,0.0,Baking Goods,96.2068,OUT046,1997,Small,Tier 1,Supermarket Type1,3013.41
374,FDX23,6.445,Low Fat,0.0296861,Baking Goods,96.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,378.174
375,FDX23,6.445,Low Fat,0.0297379,Baking Goods,96.5436,OUT049,1999,Medium,Tier 1,Supermarket Type1,672.001
376,FDX23,,Low Fat,0.029548,Baking Goods,96.5436,OUT027,1985,Medium,Tier 3,Supermarket Type3,3267.35
377,FDQ48,14.3,reg,0.0343826,Baking Goods,96.5726,OUT013,1987,High,Tier 3,Supermarket Type1,2251.07
378,FDV12,,Regular,0.106584,Baking Goods,96.7384,OUT019,1985,Small,Tier 1,Grocery Store,907.628
379,FDZ47,20.7,Regular,0.0792965,Baking Goods,97.2042,OUT046,1997,Small,Tier 1,Supermarket Type1,1686.47
380,FDK60,16.5,Regular,0.0943952,Baking Goods,97.2068,OUT017,2007,Medium,Tier 2,Supermarket Type1,1764.3
381,FDU36,6.15,Low Fat,0.0465327,Baking Goods,97.2384,OUT017,2007,Medium,Tier 2,Supermarket Type1,627.917
382,FDV12,16.7,Regular,0.0609981,Baking Goods,97.2384,OUT045,2002,Small,Tier 2,Supermarket Type1,1786.27
383,FDQ48,,Regular,0.0342446,Baking Goods,97.2726,OUT027,1985,Medium,Tier 3,Supermarket Type3,1957.45
384,FDU36,6.15,Low Fat,0.0463429,Baking Goods,97.3384,OUT049,1999,Medium,Tier 1,Supermarket Type1,886.846
385,FDK60,,Regular,0.0934097,Baking Goods,97.6068,OUT027,1985,Medium,Tier 3,Supermarket Type3,1044.93
386,FDB49,8.3,Regular,0.0504672,Baking Goods,97.6384,OUT010,1998,Medium,Tier 3,Grocery Store,197.077
387,FDV12,16.7,Regular,0.0608632,Baking Goods,97.6384,OUT035,2004,Small,Tier 2,Supermarket Type1,2857.61
388,FDU36,6.15,Low Fat,0.0462622,Baking Goods,97.8384,OUT035,2004,Small,Tier 2,Supermarket Type1,2069.31
389,FDB49,8.3,Regular,0.0302125,Baking Goods,98.0384,OUT045,2002,Small,Tier 2,Supermarket Type1,2857.61
390,FDQ48,14.3,Regular,0.0345514,Baking Goods,98.1726,OUT018,2009,Medium,Tier 3,Supermarket Type2,685.108
391,FDQ48,14.3,Regular,0.0344047,Baking Goods,98.1726,OUT035,2004,Small,Tier 2,Supermarket Type1,489.363
392,FDB49,8.3,Regular,0.0301982,Baking Goods,98.2384,OUT049,1999,Medium,Tier 1,Supermarket Type1,2167.84
393,FDK60,16.5,Regular,0.0940546,Baking Goods,98.3068,OUT045,2002,Small,Tier 2,Supermarket Type1,1751.83
394,FDB49,8.3,Regular,0.0302742,Baking Goods,98.5384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1872.23
395,FDB49,,Regular,0.0527911,Baking Goods,98.5384,OUT019,1985,Small,Tier 1,Grocery Store,591.23
396,FDZ47,20.7,Regular,0.0796195,Baking Goods,98.6042,OUT018,2009,Medium,Tier 3,Supermarket Type2,2143.16
397,FDQ48,14.3,Regular,0.0344112,Baking Goods,98.6726,OUT046,1997,Small,Tier 1,Supermarket Type1,782.981
398,FDZ47,20.7,Regular,0.0,Baking Goods,98.7042,OUT017,2007,Medium,Tier 2,Supermarket Type1,1884.88
399,FDB49,8.3,Regular,0.0301263,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,860.505
400,FDB49,8.3,Regular,0.0301514,Baking Goods,98.7384,OUT046,1997,Small,Tier 1,Supermarket Type1,492.692
401,FDV12,16.7,Regular,0.101892,Baking Goods,98.7384,OUT010,1998,Medium,Tier 3,Grocery Store,1731.38
402,FDV12,16.7,Regular,0.060824,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,1773.69
403,FDQ48,14.3,Regular,0.0,Baking Goods,98.7726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1553.69
404,FDZ47,20.7,Regular,0.0792305,Baking Goods,98.8042,OUT013,1987,High,Tier 3,Supermarket Type1,2188.41
405,FDU36,,Low Fat,0.0810145,Baking Goods,98.8384,OUT019,1985,Small,Tier 1,Grocery Store,492.692
406,FDK60,16.5,Regular,0.0937862,Baking Goods,98.9068,OUT013,1987,High,Tier 3,Supermarket Type1,1762.52
407,FDK60,16.5,Regular,0.0942466,Baking Goods,98.9068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.72
408,FDP60,17.35,Low Fat,0.0560058,Baking Goods,99.2016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.02
409,FDZ47,20.7,Regular,0.0794573,Baking Goods,99.3042,OUT045,2002,Small,Tier 2,Supermarket Type1,2178.93
410,FDU36,6.15,Low Fat,0.046271,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.92
411,FDA23,9.8,Low Fat,0.0471781,Baking Goods,99.4016,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.84
412,FDU36,6.15,Low Fat,0.0462324,Baking Goods,99.4384,OUT013,1987,High,Tier 3,Supermarket Type1,1379.54
413,FDQ48,14.3,Regular,0.034481,Baking Goods,99.4726,OUT045,2002,Small,Tier 2,Supermarket Type1,1507.81
414,FDP60,17.35,Low Fat,0.0561466,Baking Goods,99.5016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1898.99
415,FDV12,16.7,Regular,0.0,Baking Goods,99.6384,OUT049,1999,Medium,Tier 1,Supermarket Type1,1780.44
416,FDP60,17.35,Low Fat,0.0559083,Baking Goods,99.8016,OUT035,2004,Small,Tier 2,Supermarket Type1,607.21
417,FDZ47,20.7,Regular,0.132726,Baking Goods,99.8042,OUT010,1998,Medium,Tier 3,Grocery Store,2169.24
418,FDZ47,20.7,Regular,0.0794198,Baking Goods,99.8042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1488.06
419,FDB49,,Regular,0.0,Baking Goods,99.8384,OUT027,1985,Medium,Tier 3,Supermarket Type3,4991.92
420,FDZ47,,Regular,0.0789125,Baking Goods,99.9042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3273.74
421,FDU36,6.15,Low Fat,0.0463648,Baking Goods,99.9384,OUT045,2002,Small,Tier 2,Supermarket Type1,676.083
422,FDV12,16.7,Regular,0.0608747,Baking Goods,99.9384,OUT046,1997,Small,Tier 1,Supermarket Type1,1785.8
423,FDV12,16.7,Regular,0.061219,Baking Goods,100.038,OUT017,2007,Medium,Tier 2,Supermarket Type1,1970.77
424,FDV12,16.7,Regular,0.0611227,Baking Goods,100.038,OUT018,2009,Medium,Tier 3,Supermarket Type2,2463.46
425,FDA23,9.8,Low Fat,0.0789814,Baking Goods,100.102,OUT010,1998,Medium,Tier 3,Grocery Store,1049.67
426,FDZ47,20.7,Regular,0.0792815,Baking Goods,100.104,OUT035,2004,Small,Tier 2,Supermarket Type1,892.838
427,FDU36,,Low Fat,0.0,Baking Goods,100.138,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956.15
428,FDP60,,Low Fat,0.0556481,Baking Goods,100.302,OUT027,1985,Medium,Tier 3,Supermarket Type3,2833.64
429,FDA23,9.8,Low Fat,0.0472827,Baking Goods,100.502,OUT045,2002,Small,Tier 2,Supermarket Type1,1073.56
430,FDU36,6.15,Low Fat,0.0464594,Baking Goods,100.538,OUT018,2009,Medium,Tier 3,Supermarket Type2,1675.15
